20170421-09:55:06,10.0191140175,100070,98000,99115,96980,171160,174355
20170421-09:55:16,10.0271599293,100340,98295,98850,96715,171095,174320
20170421-09:55:26,10.0265901089,100520,98460,98780,96705,171405,174595
20170421-09:55:36,10.0256068707,100215,98175,98780,96690,170810,174110
20170421-09:55:46,10.025728941,99700,97695,98685,96620,170720,174025
20170421-09:55:56,10.0254499912,99530,97515,98550,96460,171025,174235
20170421-09:56:06,10.0248999596,99790,97740,98350,96250,170900,174080
20170421-09:56:16,10.0215029716,100000,97945,98435,96350,170500,173770
20170421-09:56:26,10.0251231194,100240,98175,98530,96365,170045,173250
20170421-09:56:36,10.023775816,100010,97950,98200,96105,170220,173420
20170421-09:56:46,10.0250170231,99535,97420,97855,95765,170250,173410
20170421-09:56:56,10.0257790089,99445,97370,97975,95845,170190,173425
20170421-09:57:06,10.0219321251,0.0,0.0,0.0,0.0,0.0,0.0
20170421-09:57:16,10.010406971,0.0,0.0,0.0,0.0,0.0,0.0
20170421-09:57:26,10.0103001595,0.0,0.0,0.0,0.0,0.0,0.0
20170421-09:57:36,10.0269339085,99725,97745,97840,95715,169785,172940
20170421-09:57:46,10.0249788761,99760,97690,97910,95830,169930,173135
20170421-09:57:56,10.0265059471,99305,97310,97805,95710,169635,172825
20170421-09:58:06,10.0189359188,99200,97215,97575,95495,169530,172730
20170421-09:58:16,10.025236845,99265,97235,97665,95560,169365,172550
20170421-09:58:26,10.0260591507,99455,97435,97645,95570,169500,172715
20170421-09:58:36,10.0240321159,99635,97575,97785,95710,169320,172495
20170421-09:58:46,10.0240950584,99695,97660,97490,95430,169175,172335
20170421-09:58:56,10.0237119198,99455,97370,97555,95490,169365,172600
20170421-09:59:06,10.0215778351,0.0,0.0,0.0,0.0,0.0,0.0
20170421-09:59:16,10.003911972,0.0,0.0,0.0,0.0,0.0,0.0
20170421-09:59:26,10.0103452206,0.0,0.0,0.0,0.0,0.0,0.0
20170421-09:59:36,10.0364589691,99535,97500,97345,95255,168915,172155
20170421-09:59:46,10.0372071266,99285,97175,97680,95560,169150,172265
20170421-09:59:56,10.0401110649,99110,97115,97405,95265,168660,171825
20170421-10:00:06,10.0374090672,99175,97100,97165,95075,168685,171935
20170421-10:00:16,10.033564806,99020,96965,97240,95200,168620,171770
20170421-10:00:26,10.0394108295,99060,97060,97145,95055,168315,171475
20170421-10:00:36,10.0405349731,99200,97145,97140,95040,168400,171605
20170421-10:00:46,10.0405118465,99300,97230,97185,95085,168090,171340
20170421-10:00:56,10.0398340225,99190,97130,97055,94960,168115,171400
20170421-10:01:07,10.0415928364,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:01:17,10.01040411,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:01:27,10.010363102,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:01:37,10.0370349884,1950,245,96880,94855,167655,170825
20170421-10:01:47,10.041159153,1960,245,96925,94850,167770,170910
20170421-10:01:57,10.0347530842,2020,255,96585,94535,167685,170880
20170421-10:02:07,10.0403108597,1955,220,96725,94615,167210,170420
20170421-10:02:17,10.039981842,1960,245,96795,94655,167325,170560
20170421-10:02:27,10.0385708809,1980,250,96855,94760,167335,170610
20170421-10:02:37,10.0390510559,1950,235,96650,94605,167065,170340
20170421-10:02:47,10.0401661396,1970,235,96730,94635,167470,170710
20170421-10:02:57,10.0335540771,2015,190,96540,94420,167235,170415
20170421-10:03:07,10.0328700542,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:03:17,10.0103340149,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:03:27,10.0103878975,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:03:37,10.0402841568,1975,250,96725,94525,166675,169900
20170421-10:03:47,10.0400459766,2005,190,96650,94520,166485,169675
20170421-10:03:57,10.0404758453,1995,235,96730,94630,166075,169295
20170421-10:04:07,10.0399339199,1945,230,96595,94510,165865,169030
20170421-10:04:17,10.0358960629,1965,230,96710,94605,165550,168760
20170421-10:04:27,10.0402641296,1995,230,96390,94315,164755,167950
20170421-10:04:37,10.0400900841,1950,230,96505,94385,164420,167650
20170421-10:04:47,10.0370719433,1965,235,96645,94575,163775,166920
20170421-10:04:57,10.0404098034,2000,235,96725,94585,163595,166730
20170421-10:05:07,10.0320870876,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:05:17,10.0104150772,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:05:27,10.0103628635,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:05:37,10.0409669876,1975,225,96475,94410,161940,165065
20170421-10:05:47,10.040366888,1970,225,96520,94445,161305,164435
20170421-10:05:57,10.0409760475,1995,230,96675,94615,161215,164435
20170421-10:06:08,10.037250042,1965,245,96310,94210,161560,164700
20170421-10:06:18,10.0392479897,1990,225,96400,94235,160930,164045
20170421-10:06:28,10.040117979,1990,225,96390,94265,160380,163550
20170421-10:06:38,10.0413818359,1960,235,96425,94330,160560,163715
20170421-10:06:48,10.0388669968,1960,230,96480,94370,160210,163410
20170421-10:06:58,10.0391840935,1935,240,96205,94120,159920,163110
20170421-10:07:08,10.0322539806,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:07:18,10.0103189945,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:07:28,10.0103948116,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:07:38,10.0414450169,1995,210,96325,94185,159455,162535
20170421-10:07:48,10.0410990715,1950,230,96140,94045,158750,161960
20170421-10:07:58,10.0406360626,1970,185,96050,94025,158645,161800
20170421-10:08:08,10.0404059887,1975,265,96045,93930,158815,161985
20170421-10:08:18,10.0397589207,1960,215,95980,93890,158725,161870
20170421-10:08:28,10.0387289524,1975,255,96135,94060,158555,161660
20170421-10:08:38,10.04103899,1955,265,96205,94025,158000,161195
20170421-10:08:48,10.041107893,1975,205,96335,94240,158080,161205
20170421-10:08:58,10.0397868156,1975,195,95900,93805,157920,161085
20170421-10:09:08,10.0324339867,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:09:18,10.0103158951,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:09:28,10.0103750229,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:09:38,10.0407650471,1935,225,96260,94150,157720,160865
20170421-10:09:48,10.0395431519,2000,225,96135,94030,157460,160545
20170421-10:09:58,10.0405399799,1985,220,96295,94200,157195,160325
20170421-10:10:08,10.0404219627,1950,240,96395,94330,157445,160515
20170421-10:10:18,10.0401849747,1990,230,96405,94305,157210,160290
20170421-10:10:28,10.0364470482,1970,225,96120,94085,157050,160135
20170421-10:10:38,10.0399348736,1985,235,95955,93850,156835,159940
20170421-10:10:49,10.0347549915,1960,230,95955,93850,156750,159855
20170421-10:10:59,10.0395729542,1980,230,10040,8615,156645,159780
20170421-10:11:09,10.0324909687,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:11:19,10.0103161335,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:11:29,10.0104160309,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:11:39,10.0374660492,1965,235,1890,185,156210,159320
20170421-10:11:49,10.0362350941,1960,230,1885,225,156130,159220
20170421-10:11:59,10.0409719944,1960,260,1880,235,156220,159360
20170421-10:12:09,10.0400819778,1970,215,1915,240,156295,159415
20170421-10:12:19,10.0376420021,1945,250,1920,245,156250,159335
20170421-10:12:29,10.0404779911,1990,220,1880,240,155935,159010
20170421-10:12:39,10.0404241085,1990,240,1870,245,155600,158730
20170421-10:12:49,10.0406770706,1960,220,1885,235,155580,158685
20170421-10:12:59,10.038022995,1965,215,1895,240,155525,158665
20170421-10:13:09,10.0321199894,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:13:19,10.0103168488,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:13:29,10.0103471279,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:13:39,10.0344510078,1965,230,1925,235,155330,158470
20170421-10:13:49,10.0408878326,1955,235,1860,245,155110,158260
20170421-10:13:59,10.0363500118,1980,230,1905,235,154860,157955
20170421-10:14:09,10.0383841991,1945,245,1915,230,154660,157755
20170421-10:14:19,10.0383098125,1965,275,1910,210,154895,157960
20170421-10:14:29,10.0309259892,1975,275,1885,215,154815,157905
20170421-10:14:39,10.0393481255,1955,290,1865,215,155050,158150
20170421-10:14:49,10.0408411026,1915,210,1870,205,154725,157770
20170421-10:14:59,10.0314919949,1955,235,1850,230,154465,157600
20170421-10:15:09,10.0297198296,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:15:19,10.0077340603,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:15:29,10.0104708672,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:15:39,10.0408978462,1935,265,1875,225,154010,157155
20170421-10:15:49,10.0313010216,1930,205,1885,210,153725,156890
20170421-10:15:59,10.0407950878,1960,230,1900,245,153565,156720
20170421-10:16:10,10.045320034,1960,265,1870,245,153335,156510
20170421-10:16:20,10.0410270691,1970,245,1890,225,153480,156555
20170421-10:16:30,10.0405960083,1990,265,1860,230,153400,156445
20170421-10:16:40,10.0377931595,1965,215,1875,230,153005,156105
20170421-10:16:50,10.0382359028,1985,245,1895,215,152660,155775
20170421-10:17:00,10.0391249657,1975,250,1910,250,152660,155740
20170421-10:17:10,10.029337883,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:17:20,10.0103800297,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:17:30,10.0102961063,0.0,0.0,0.0,0.0,0.0,0.0
20170421-10:17:40,10.0380699635,1985,235,1875,220,152050,155175
20170421-10:17:50,10.0396668911,1985,225,1910,225,151760,154835
20170421-10:18:00,10.0387120247,1955,205,1900,205,151500,154605
20170421-10:18:10,10.03241992,1975,245,1885,245,151295,154355
20170421-10:18:20,10.0389568806,1975,215,1885,240,151055,154150
20170421-10:18:30,10.0375759602,1990,215,1880,230,151085,154165
20170421-10:18:40,10.0387089252,1985,240,1875,215,150835,153995
20170421-10:18:50,10.0373108387,1995,250,1905,205,150695,153845
20170421-10:19:00,10.0381598473,1970,225,1895,210,150595,153660
20170421-10:19:10,10.0307440758,1960,215,1875,235,150230,153275
20170421-10:19:20,10.0374331474,1965,235,1870,215,150190,153215
20170421-10:19:30,10.0378201008,1995,225,1885,225,150165,153255
20170421-10:19:40,10.0386459827,1985,260,1910,240,149940,152990
20170421-10:19:50,10.0380949974,1995,215,1875,210,149825,152885
20170421-10:20:00,10.0380198956,1930,235,1890,225,149545,152635
20170421-10:20:10,10.0358638763,1975,250,1890,240,149505,152555
20170421-10:20:20,10.0365149975,1985,245,1885,230,149495,152530
20170421-10:20:30,10.03905797,1965,235,1885,220,149370,152330
20170421-10:20:41,10.0399529934,1990,215,1885,250,149075,152120
20170421-10:20:51,10.042869091,1965,205,1885,195,148980,152015
20170421-10:21:01,10.0385918617,1995,230,1875,235,148850,151920
20170421-10:21:11,10.0288841724,1975,225,1895,210,148430,151495
20170421-10:21:21,10.0384640694,1970,210,1875,240,148435,151435
20170421-10:21:31,10.0396420956,1965,240,1900,225,148145,151195
20170421-10:21:41,10.0362949371,1985,220,1880,220,148005,151060
20170421-10:21:51,10.0367021561,1985,225,1860,230,147800,150870
20170421-10:22:01,10.0389909744,1935,230,1905,230,147950,150930
20170421-10:22:11,10.0377428532,1965,215,1900,250,147730,150770
20170421-10:22:21,10.0382039547,1965,220,1890,215,147650,150645
20170421-10:22:31,10.0339779854,1975,205,1870,200,147530,150560
20170421-10:22:41,10.030315876,1965,240,1855,220,147480,150475
20170421-10:22:51,10.040086031,2035,230,1895,255,147315,150380
20170421-10:23:01,10.0334658623,2000,235,1910,220,147200,150270
20170421-10:23:11,10.0315010548,1985,245,1860,240,147190,150235
20170421-10:23:21,10.0394189358,1955,240,1865,200,147180,150215
20170421-10:23:31,10.0420320034,1965,225,1855,240,147165,150165
20170421-10:23:41,10.0356190205,1990,260,1890,240,147020,150030
20170421-10:23:51,10.0379121304,1945,245,1885,235,146840,149875
20170421-10:24:01,10.038902998,2020,240,1900,245,146680,149680
20170421-10:24:11,10.0357129574,1990,225,1855,235,146695,149690
20170421-10:24:21,10.0362679958,1995,235,1870,235,146530,149615
20170421-10:24:31,10.0379788876,2005,250,1875,245,146545,149505
20170421-10:24:41,10.037776947,1985,245,1870,225,146415,149475
20170421-10:24:51,10.035763979,241785,263080,1860,225,146285,149260
20170421-10:25:01,10.0374369621,131995,129900,1875,225,146265,149295
20170421-10:25:11,10.0319960117,132160,130275,1905,260,146130,149120
20170421-10:25:22,10.040915966,128445,126495,1880,265,146060,149065
20170421-10:25:32,10.0349001884,123065,121055,1900,215,145820,148845
20170421-10:25:42,10.0341129303,118705,116685,1930,215,145805,148835
20170421-10:25:52,10.037227869,115110,113020,1875,245,145510,148480
20170421-10:26:02,10.0336890221,113260,111205,1890,240,145410,148455
20170421-10:26:12,10.0388970375,110860,108805,1910,225,145235,148215
20170421-10:26:22,10.0388140678,109430,107370,1890,260,145095,148070
20170421-10:26:32,10.0379769802,107760,105705,1905,230,144870,147945
20170421-10:26:42,10.038410902,106585,104510,1875,225,144805,147830
20170421-10:26:52,10.0374238491,105875,103860,1910,225,144890,147855
20170421-10:27:02,10.0310380459,105385,103295,1890,230,144615,147650
20170421-10:27:12,10.0356960297,104515,102510,1885,230,144545,147560
20170421-10:27:22,10.0373160839,104095,102010,1880,275,144630,147625
20170421-10:27:32,10.0346109867,104095,102075,1895,260,144435,147435
20170421-10:27:42,10.0376729965,104175,102155,1900,210,144345,147330
20170421-10:27:52,10.0384190083,104165,102060,1915,265,144160,147220
20170421-10:28:02,10.0381219387,104325,102255,1905,225,144080,147075
20170421-10:28:12,10.0380480289,104415,102350,1915,225,143920,146940
20170421-10:28:22,10.0387871265,104225,102085,1915,220,143815,146825
20170421-10:28:32,10.0376141071,103840,101755,1890,235,143810,146825
20170421-10:28:42,10.0392551422,103670,101590,1890,220,143560,146545
20170421-10:28:52,10.0378611088,103795,101690,1890,230,143375,146400
20170421-10:29:02,10.0285351276,103950,101900,1890,220,143375,146345
20170421-10:29:12,10.0315630436,104060,102045,1915,210,143295,146250
20170421-10:29:22,10.0377850533,104075,102025,1860,260,142905,145895
20170421-10:29:32,10.0381910801,103710,101635,1900,230,142965,145980
20170421-10:29:42,10.0373108387,103405,101310,1910,235,142860,145860
20170421-10:29:53,10.0324668884,103330,101275,1870,235,142695,145735
20170421-10:30:03,10.0416619778,103400,101300,1895,240,142865,145800
20170421-10:30:13,10.0385129452,103375,101385,1855,255,142735,145700
20170421-10:30:23,10.0379121304,103325,101265,1910,255,142660,145675
20170421-10:30:33,10.0383319855,102970,100860,1880,230,142390,145370
20170421-10:30:43,10.0397160053,102965,100880,1915,275,142365,145325
20170421-10:30:53,10.0341649055,102775,100700,1870,240,142215,145210
20170421-10:31:03,10.0309271812,102540,100450,1880,240,142125,145095
20170421-10:31:13,10.0307581425,102225,100165,1900,245,142075,145020
20170421-10:31:23,10.0382499695,102125,100035,1860,225,141795,144730
20170421-10:31:33,10.0380759239,102330,100275,1875,250,141795,144765
20170421-10:31:43,10.0404980183,102185,100115,1890,245,141650,144660
20170421-10:31:53,10.0373928547,101775,99705,1880,235,141900,144830
20170421-10:32:03,10.0383379459,101780,99710,1910,235,141680,144650
20170421-10:32:13,10.0385799408,101820,99770,1880,215,141520,144500
20170421-10:32:23,10.0374970436,101920,99850,1880,250,141480,144455
20170421-10:32:33,10.0384259224,101975,99900,1900,260,141385,144350
20170421-10:32:43,10.0374910831,101780,99705,1860,225,141215,144145
20170421-10:32:53,10.0381879807,101425,99405,1885,240,141105,144060
20170421-10:33:03,10.0314240456,101270,99210,1875,215,141150,144095
20170421-10:33:13,10.0308589935,101340,99295,1885,220,141045,144025
20170421-10:33:23,10.0388820171,101455,99395,1875,220,140940,143900
20170421-10:33:33,10.0386779308,101535,99485,1905,225,140855,143800
20170421-10:33:43,10.0381929874,101695,99645,1880,230,140665,143640
20170421-10:33:53,10.0382511616,101115,99025,1875,250,140605,143585
20170421-10:34:03,10.0374410152,100855,98820,1865,230,140600,143570
20170421-10:34:13,10.0365431309,101000,99005,1880,235,140440,143370
20170421-10:34:24,10.0330069065,101370,99365,1875,225,140475,143430
20170421-10:34:34,10.0382008553,101405,99355,1880,185,140340,143325
20170421-10:34:44,10.0305418968,101150,99020,1815,235,140320,143290
20170421-10:34:54,10.0345289707,100890,98855,1875,230,140225,143185
20170421-10:35:04,10.0281338692,100900,98870,1840,245,140085,143040
20170421-10:35:14,10.0289149284,101030,98960,1900,240,140105,143065
20170421-10:35:24,10.038187027,100980,98970,1875,265,139975,142955
20170421-10:35:34,10.035544157,100675,98615,1885,220,139880,142825
20170421-10:35:44,10.0381641388,100730,98690,1910,235,139980,142945
20170421-10:35:54,10.0383250713,100760,98750,1870,200,139870,142855
20170421-10:36:04,10.0359368324,100890,98850,1885,220,139850,142775
20170421-10:36:14,10.0369169712,101050,99015,1910,245,139615,142495
20170421-10:36:24,10.0361990929,100850,98740,1870,250,139535,142480
20170421-10:36:34,10.0377020836,100665,98555,1895,235,139460,142415
20170421-10:36:44,10.0354011059,100405,98465,1890,235,139530,142460
20170421-10:36:54,10.0305938721,100300,98265,1890,225,139450,142365
20170421-10:37:04,10.03053689,100385,98325,1910,235,139490,142420
20170421-10:37:14,10.0334460735,100545,98485,1895,215,139345,142235
20170421-10:37:24,10.0360460281,100435,98380,1910,235,139200,142150
20170421-10:37:34,10.0384309292,100120,98060,1900,235,139065,142015
20170421-10:37:44,10.0360839367,100115,98050,1880,220,138865,141820
20170421-10:37:54,10.0334579945,100200,98155,1910,250,138890,141845
20170421-10:38:04,10.0373911858,100295,98285,1895,230,138895,141845
20170421-10:38:14,10.0378699303,100160,98125,1880,195,138925,141845
20170421-10:38:24,10.0353009701,100040,97935,1895,225,138730,141660
