20170406-13:40:48,5.16656899452,285,0,31915,564610,45005
20170406-13:40:53,5.23130488396,275,45,48255,564660,44945
20170406-13:40:58,5.2000169754,250,0,62435,552175,44950
20170406-13:41:05,6.31219005585,240,10,64310,256465,45105
20170406-13:41:10,5.16579008102,240,0,31570,48270,45235
20170406-13:41:15,5.3444879055,265,5,28540,29695,45285
20170406-13:41:21,5.34972214699,235,0,28270,27870,45205
20170406-13:41:26,5.29596400261,270,0,28250,27740,45200
20170406-13:41:32,6.23546290398,250,0,28350,27720,45155
20170406-13:41:40,8.28402519226,240,0.0,28325,27715,45180
20170406-13:41:46,5.36726808548,235,0.0,28345,27660,45035
20170406-13:41:51,5.13654208183,235,0.0,28310,27680,45040
20170406-13:41:56,5.16421794891,215,604740,28290,27680,44825
20170406-13:42:01,5.28402686119,260,612600,28420,27635,44895
20170406-13:42:06,5.16891908646,280,610435,28350,27690,45150
20170406-13:42:12,5.33301305771,245,609585,42365,27755,45210
20170406-13:42:17,5.49934005737,235,609675,44970,27775,45320
20170406-13:42:25,7.64927101135,275,22075,29585,120875,44625
20170406-13:42:33,8.3350520134,0.0,275,40855,164860,44990
20170406-13:42:38,5.16680693626,0.0,40,61960,274130,44955
20170406-13:42:44,5.4994931221,0.0,20,60310,353130,44880
20170406-13:42:49,5.31321978569,255,10,55150,390690,44830
20170406-13:42:54,5.16679310799,265,10,63955,423515,44620
20170406-13:43:01,6.33431792259,265,0,66280,386890,44405
20170406-13:43:06,5.16572618484,250,0,63035,420720,44630
20170406-13:43:12,6.23499321938,245,10,44730,462360,44800
20170406-13:43:18,5.44541811943,250,35,43670,173210,45000
20170406-13:43:23,5.30132699013,265,5,32645,165430,44660
20170406-13:43:28,5.19881510735,245,5,28770,40605,45075
20170406-13:43:34,5.53313088417,240,0,28395,112395,44955
20170406-13:43:39,5.19893598557,275,45,36700,81880,45175
20170406-13:43:45,6.23249602318,260,0,29015,124215,45160
20170406-13:43:50,5.16701102257,245,0,28460,209610,45135
20170406-13:43:56,5.48138403893,290,5,28370,244755,45555
20170406-13:44:01,5.23136901855,280,0,28420,272340,44995
20170406-13:44:07,5.54932999611,255,0,28355,225085,44805
20170406-13:44:12,5.19896793365,285,0,28320,257150,45020
20170406-13:44:17,5.16652607918,255,10,28320,340975,44960
20170406-13:44:22,5.49984407425,230,0,28315,313560,45055
20170406-13:44:28,5.26305818558,260,0,28340,288425,45000
20170406-13:44:33,5.19905996323,265,0,28325,188250,45030
20170406-13:44:38,5.19879198074,265,5085,28315,262765,45020
20170406-13:44:43,5.1669678688,290,567300,28480,223645,44485
20170406-13:44:48,5.16700291634,270,613790,28470,207870,44915
20170406-13:44:54,5.16699194908,245,613335,28520,50490,45760
20170406-13:44:59,5.16661310196,280,612270,28500,83055,521925
20170406-13:45:04,5.19938182831,240,95505,28545,186655,540425
20170406-13:45:10,6.20054912567,265,5275,28615,216180,548150
20170406-13:45:15,5.20108604431,225,485,28640,220140,607380
20170406-13:45:21,5.2816991806,240,0,28665,163570,751560
20170406-13:45:26,5.33235001564,275,0,28650,227615,841880
20170406-13:45:33,6.93070197105,255,0,28585,240505,921105
20170406-13:45:38,5.19420289993,250,10,28560,262900,970620
20170406-13:45:43,5.16718912125,255,0,28510,230100,1013810
20170406-13:45:49,6.26233696938,255,0,28535,167520,771495
20170406-13:45:55,5.58101415634,275,0,28525,146360,600155
20170406-13:46:00,5.39902210236,245,0,28435,171035,589410
