20170517-11:24:31,5.05202698708,0,367180,88610,21315,42515,1750,2010,9745,58315,42705,92660,474245,127945,52285,42175
20170517-11:24:36,5.06308603287,0,366795,88575,21360,42520,1780,2015,9760,95700,29450,92660,502165,129890,52655,42180
20170517-11:24:41,5.04700398445,0,366555,88345,21355,42555,1735,1990,9715,76855,21430,92645,506200,117940,53735,42180
20170517-11:24:46,5.03596997261,0,366510,88290,21340,42545,1710,1970,9765,58135,38670,92495,507450,116505,49630,42175
20170517-11:24:51,5.0369849205,0,366720,88235,21360,42530,1765,2005,9740,66345,29755,40185,505660,128785,49490,42170
20170517-11:24:56,5.05387997627,0,366095,88160,21330,42530,1770,2025,9740,53840,21155,5905,527250,128195,48280,42165
20170517-11:25:01,5.06959605217,0,366860,87980,21335,42490,1730,2015,9735,83370,24110,430,595865,126795,45370,42175
20170517-11:25:06,5.06695914268,0,367920,88730,21335,42485,1750,1990,9740,97190,24510,0,592605,127660,44935,42150
20170517-11:25:11,5.09038591385,0,368275,88590,21320,42530,1760,2060,9760,53305,17590,0,552640,127185,42395,42185
20170517-11:25:17,5.06850004196,0,367945,88280,21325,42525,1730,2020,9750,82115,32585,0,550205,125865,47205,42195
20170517-11:25:22,5.06615805626,0,368030,87950,21335,42490,1750,1990,9720,66215,24100,0,572805,126715,49650,42210
20170517-11:25:27,5.07267904282,0,368660,87710,21345,42585,1715,1975,9730,53400,28825,0,572665,129590,61025,42220
20170517-11:25:32,5.06761097908,0,368695,87655,21380,42515,1710,1960,9715,82380,33795,0,592825,130015,55425,42240
20170517-11:25:37,5.06964683533,0,368835,87580,21335,42525,1760,1965,9740,91040,23260,0,596060,126715,51005,42315
20170517-11:25:42,5.07619595528,0,368590,87480,21355,42485,1750,1970,9730,55850,16095,0,615815,126995,63170,42305
20170517-11:25:47,5.07701706886,0,368150,87500,21355,42520,1730,1990,9750,79380,30445,0,548205,125870,70265,42265
20170517-11:25:52,5.07349205017,0,368260,87345,21290,42490,1730,2020,9715,62480,19975,0,637825,126615,63195,42260
20170517-11:25:57,5.06260204315,0,367870,87270,21320,42520,1705,1995,9730,61505,14380,0,638000,124745,55740,42190
20170517-11:26:02,5.05434513092,0,367915,87135,21300,42480,1740,2030,9715,78610,28610,0,656590,124935,53760,42150
20170517-11:26:07,5.06431818008,0,367775,87090,21330,42545,1760,2010,9735,62260,20650,0,660030,125600,58760,42165
20170517-11:26:12,5.07653093338,0,367005,87025,21300,42510,1705,2010,9735,70850,15450,0,658995,123595,49205,42200
20170517-11:26:17,5.0742919445,0,366200,86895,21355,0.0,1695,2040,9735,78775,25105,0,676105,125175,64325,42180
20170517-11:26:22,5.05878305435,0,366055,86565,21315,0.0,1725,2025,9725,66855,19050,0,675285,123580,59705,42190
20170517-11:26:27,5.05955505371,0,366225,86170,21310,0.0,1735,2005,9740,79570,13575,0,675480,124530,54540,42185
20170517-11:26:33,5.06945300102,0,365730,86050,21280,0.0,1740,2005,9730,65550,16720,0,504825,129205,51425,42195
20170517-11:26:38,5.05905485153,0,365700,86040,21345,0.0,1730,2020,9745,70125,18520,0,505970,123200,51395,42225
20170517-11:26:43,5.05927395821,0,366100,86075,21335,0.0,1700,2030,9730,91715,13590,0,498175,124830,44625,42160
20170517-11:26:48,5.06016612053,0,365650,86110,21325,0.0,1735,2040,9745,64760,16250,0,498225,144835,53755,42185
20170517-11:26:53,5.06098198891,0,365680,86005,21295,0.0,1725,2035,9735,108420,18030,0,490220,122595,48275,42165
20170517-11:26:58,5.06957817078,0,366405,85815,21345,0.0,1770,2010,9735,84245,21200,0,488130,144065,50130,42215
20170517-11:27:03,5.06204199791,0,368385,85760,21320,0.0,1760,2015,9735,67320,15370,0,487055,145690,47310,42210
20170517-11:27:08,5.07170295715,0,368755,85770,21330,0.0,1800,2055,9745,114625,28645,0,481185,143480,44800,42230
20170517-11:27:13,5.0662560463,0,368555,85715,21285,0.0,1755,2025,9740,81230,20005,0,481095,146520,48195,42175
20170517-11:27:18,5.05914187431,0,368415,85610,21300,0.0,1735,2025,9725,65100,14875,0,481375,142985,48880,42185
20170517-11:27:23,5.06825304031,0,368315,85585,21320,0.0,1750,2005,9725,77490,25655,0,474255,147335,48165,42210
20170517-11:27:28,5.06579899788,0,368320,85415,21325,0.0,1740,2000,9730,86245,19090,0,471940,148005,49425,42215
20170517-11:27:33,5.06054282188,0,369145,85190,21325,0.0,1770,1970,9745,64705,12285,0,465685,142825,48730,42240
20170517-11:27:38,5.06746602058,0,368885,85135,21330,0.0,1765,1940,0.0,103195,27360,0,465880,145020,54675,42220
20170517-11:27:43,5.06642007828,0,368305,85075,21345,0.0,1735,1960,0.0,67410,18225,0,516460,146175,62755,42215
20170517-11:27:48,5.0637819767,0,368540,84970,21335,0.0,1750,1985,0.0,65285,13245,0,665550,142535,61210,42215
20170517-11:27:54,5.05473709106,0,368570,84990,21305,0.0,1745,2025,0.0,103370,26310,0,449610,144620,65880,42210
20170517-11:27:59,5.06956601143,0,368245,84835,21345,42505,1750,1985,9730,78540,12635,0,443005,144530,62810,42130
20170517-11:28:04,5.07061100006,0,367845,84720,21320,42540,1755,1985,9725,62480,11920,0,440810,140995,52245,42120
20170517-11:28:09,5.06802296638,0,367120,84615,21370,42525,1775,2020,9735,94800,23380,0,549730,141140,55715,42175
20170517-11:28:14,5.07056307793,0,366725,84545,21350,42510,1770,2035,9725,80415,17000,0,439240,142740,51315,42180
20170517-11:28:19,5.07263088226,0,366690,84415,21320,42515,1755,1995,9750,58510,12450,0,439165,140690,58455,42230
20170517-11:28:24,5.07546901703,0,366860,84280,21340,42515,1760,2020,9735,67140,13605,0,619330,146415,54790,42200
20170517-11:28:29,5.0707449913,0,366705,84130,21335,42490,1770,2005,9740,83535,16715,0,627410,145350,56310,42205
20170517-11:28:34,5.07635211945,0,366700,84130,21370,42530,1770,2040,9720,83635,18710,0,625770,126780,48915,42230
20170517-11:28:39,5.07125306129,0,366570,83995,21335,42510,1725,2005,9755,64275,20535,0,474450,144635,53970,42180
20170517-11:28:44,5.07306194305,0,366705,83855,21325,42495,1715,1995,9750,91265,11190,0,595795,123940,54750,42170
20170517-11:28:49,5.07066607475,0,367185,83815,21320,42545,1750,2030,9725,80225,11395,0,492445,141395,48000,42200
20170517-11:28:54,5.07161808014,0,368185,83840,21325,42555,1760,2015,9705,62395,13515,0,585185,114380,49755,42240
20170517-11:28:59,5.06930804253,0,369205,83770,21360,42555,1740,2030,9745,95520,14870,0,582270,140085,53965,42240
20170517-11:29:05,5.07399201393,0,369275,83730,21315,42565,1750,2045,9730,76900,11875,0,572875,137865,50940,42225
20170517-11:29:10,5.06886196136,0,369270,83600,21340,42515,1765,2010,9750,62425,12750,0,539680,124225,50570,42260
20170517-11:29:15,5.07215285301,0,369125,83465,21350,42525,1765,2025,9740,96635,22430,0,573205,123020,48310,42230
20170517-11:29:20,5.07802200317,0,369190,83480,21340,42505,1750,2020,9720,75285,16735,0,560345,124010,45235,42165
20170517-11:29:25,5.07950186729,0,369200,83370,21320,42510,1745,2005,9770,88190,20110,0,553365,122610,43780,42180
20170517-11:29:30,5.07500004768,0,368160,83270,21345,42535,1775,2005,9750,70575,14690,0,552760,123540,51890,42225
20170517-11:29:35,5.07304883003,0,368325,83205,21345,42500,1730,2010,9745,74650,16185,0,543750,121910,49800,42245
20170517-11:29:40,5.07058691978,0,368675,83155,21315,42470,1765,2005,9770,59035,14180,0,534935,121675,41865,42230
20170517-11:29:45,5.07819914818,0,368295,83050,21335,42550,1720,1955,9740,94320,24955,0,535565,120230,62325,42265
20170517-11:29:50,5.07904195786,0,367830,82940,21335,42530,1770,1965,9725,71220,18135,0,535435,121445,63840,42250
20170517-11:29:55,5.0792388916,0,367315,82815,21325,42520,1750,1975,9750,83230,19895,0,483335,129945,62700,42170
20170517-11:30:00,5.06399488449,0,366580,82720,21320,42515,1770,1990,9760,65385,21925,0,481590,122090,57165,42155
20170517-11:30:05,5.08392906189,0,365945,82600,21290,42555,1735,2005,9750,70370,17385,0,513785,123870,57840,42195
20170517-11:30:11,5.06974816322,0,365895,82525,21285,42505,1735,2005,9750,82670,12155,0,506980,124495,60955,42190
20170517-11:30:16,5.07631993294,0,366340,82475,21355,42530,1740,2005,9690,64945,25100,0,530860,128255,57770,42215
20170517-11:30:21,5.07567310333,0,366345,82380,21360,42570,1695,2005,9710,52225,18745,0,512455,121740,55405,42200
20170517-11:30:26,5.07709598541,0,367445,82365,21355,42530,1730,2055,9735,80710,16185,0,555485,119840,47225,42270
20170517-11:30:31,5.06912994385,0,367105,82190,21340,42525,1745,2005,9755,64220,26185,0,504675,120890,62555,42270
20170517-11:30:36,5.07671999931,0,366525,82115,21340,42465,1695,2020,9720,50435,18760,0,506925,119880,57070,42165
20170517-11:30:41,5.06604290009,0,367535,82055,21350,42480,1720,2040,9710,78305,14740,0,499130,119760,54440,42170
20170517-11:30:46,5.06912398338,0,367935,81935,21335,42515,1770,2000,9745,62695,28305,0,499050,122495,51815,42225
20170517-11:30:51,5.07458496094,0,368835,81825,21345,42535,1730,2020,9705,50090,22005,0,491045,124025,56835,42265
20170517-11:30:56,5.06951498985,0,368330,81725,21360,42485,1765,2045,9730,56470,25640,0,619360,145845,47520,42255
20170517-11:31:01,5.06957006454,0,368400,81715,21325,42435,1765,2000,9705,59945,29715,0,618785,120070,47950,42270
20170517-11:31:06,5.0694861412,269415,366575,81580,21330,42445,1730,2025,9705,49150,17100,0,637220,140930,52990,42265
