20170517-11:11:10,5.01850605011,0,367155,106190,21415,42500,0.0,0.0,9700,78075,0.0,0,609170,173705,0.0,0.0
20170517-11:11:15,5.01965594292,0,367625,105900,21400,42520,0.0,0.0,9740,59945,0.0,0,609420,173690,0.0,0.0
20170517-11:11:20,5.02019619942,0,367295,106155,21365,42525,0.0,0.0,9725,50205,0.0,0,610515,174800,0.0,0.0
20170517-11:11:25,5.02194905281,0,366255,105980,21375,42570,0.0,0.0,9720,74025,0.0,0,599820,173130,0.0,0.0
20170517-11:13:17,5.03692483902,0,365995,102545,21320,42485,1695,1970,9755,61915,32410,0,510275,128635,57175,42225
20170517-11:13:22,5.02945399284,0,365745,102960,21330,42500,1740,2020,9735,56135,39655,0,570945,157135,57930,42270
20170517-11:13:27,5.04618191719,0,365320,102530,21345,42510,1715,2005,9735,80440,44120,0,529010,127835,56275,42275
20170517-11:13:32,5.04232907295,0,364545,102395,21370,42525,1720,2000,9725,87580,33455,0,529020,127275,49410,42280
20170517-11:13:37,5.0698890686,0,364485,102545,21355,42455,1740,1990,9720,68555,60635,0,557200,131440,56695,42225
20170517-11:13:42,5.03643298149,0,363910,102165,21345,42475,1740,2020,9690,74415,45740,0,567245,128250,48905,42195
20170517-11:13:47,5.04708600044,0,363880,101665,21360,42475,1725,1990,9705,59580,32795,0,566945,127225,52135,42260
20170517-11:13:52,5.0439889431,0,363670,101395,21320,42445,1725,2040,9725,67240,36345,0,564430,130120,44475,42240
20170517-11:13:57,5.03233504295,0,363800,101290,21315,42500,1765,2005,9705,52315,44065,0,581920,129835,57885,42180
20170517-11:14:02,5.05597114563,0,364080,101220,21370,42515,1780,2010,9685,85580,29400,0,582425,130270,52030,42245
20170517-11:14:07,5.04431295395,0,364995,100990,21370,42515,1775,2000,9725,64105,57465,0,602535,127675,51760,42300
20170517-11:14:12,5.04765701294,0,365385,100890,21350,42520,1750,2035,9710,73545,39750,0,546740,149925,49330,42295
20170517-11:14:17,5.05485916138,0,365290,100625,21345,42470,1775,2020,9705,78490,28995,0,620270,127340,46780,42305
20170517-11:14:22,5.06047606468,0,365675,100515,21375,42500,1755,1985,9715,81430,55075,0,536970,155660,44835,42190
20170517-11:14:28,5.04894900322,0,366040,100445,21335,42490,1755,2035,9705,50530,37365,0,639750,126835,47565,42175
20170517-11:14:33,5.04585814476,0,365875,100445,21335,42500,1770,2010,9715,78745,27615,0,642600,128740,51485,42215
20170517-11:14:38,5.06619310379,0,366810,100085,21355,42525,1795,2025,9730,60620,47385,0,520130,154100,50165,42245
20170517-11:14:43,5.03958702087,0,367270,99830,21335,42545,1765,2005,9710,69575,32960,0,519940,161095,45775,42245
20170517-11:14:48,5.03430891037,0,367125,99900,21350,42515,1805,2015,9695,78000,24510,0,510845,125510,64760,42250
20170517-11:14:53,5.04787802696,0,366915,99965,21360,42520,1765,1970,9725,60470,49165,0,517410,129010,63170,42255
20170517-11:14:58,5.04976201057,0,366325,99645,21335,42500,1770,2000,9695,70285,31600,0,517820,129380,61970,42230
20170517-11:15:03,5.04738402367,0,365385,99460,21345,42510,1760,1970,9720,55700,22745,0,508890,129160,66955,42170
20170517-11:15:08,5.0637421608,0,365470,99500,21350,42545,1805,2025,9720,88360,43125,0,501345,128395,63435,42135
20170517-11:15:13,5.04479694366,0,364630,99420,21370,42520,1750,2000,9740,68125,31110,0,502510,123605,63380,42190
20170517-11:15:18,5.03416895866,0,364250,99280,21315,42485,1745,1995,9720,55030,22190,0,502490,123990,55930,42280
20170517-11:15:23,5.06249094009,0,363985,99325,21340,42540,1785,2030,9720,85375,39970,0,500755,124545,50980,42290
20170517-11:15:28,5.05455613136,0,363590,99140,21360,42570,1780,2025,9705,50425,27470,0,501610,149405,61090,42285
20170517-11:15:33,5.05963802338,0,362880,98935,21350,42490,1740,2010,9725,54180,20575,0,501265,150420,59215,42280
20170517-11:15:38,5.05699801445,0,363065,98745,21365,42540,1740,2020,9725,62010,24585,0,606650,147785,57340,42265
20170517-11:15:43,5.04735398293,0,362765,98815,21370,42465,1785,2010,9700,64770,28575,0,485055,122865,50170,42255
20170517-11:15:48,5.03709697723,0,362410,98675,21365,42540,1745,1995,9720,54620,29625,0,477555,150000,58435,42280
20170517-11:15:53,5.03492808342,0,364205,98545,21350,42535,1735,2030,9710,64210,20675,0,643300,130170,56340,42270
20170517-11:15:58,5.02831697464,0,364415,98440,21325,42525,1745,2030,9690,65975,22665,0,471500,149635,52935,42275
20170517-11:16:03,5.04512000084,0,365025,98230,21300,42505,1795,2045,9705,53325,16915,0,477695,126510,55380,42270
20170517-11:16:08,5.03355002403,0,365440,98040,21365,42490,1770,2025,9730,82235,18680,0,477985,149095,59135,42245
20170517-11:16:13,5.05147194862,0,365920,97910,21300,42530,1765,1995,9730,49555,32050,0,668810,145915,52805,42245
20170517-11:16:19,5.05502390862,0,365790,97900,21335,42520,1795,2000,9745,51630,15725,0,469525,148145,51630,42220
20170517-11:16:24,5.05130410194,0,366660,97755,21340,42500,1755,2000,9720,81015,16815,0,665095,148710,51165,42135
20170517-11:16:29,5.03801703453,0,366810,97600,21325,42545,1745,2015,9715,62995,18950,10,455230,145660,53585,42210
20170517-11:16:34,5.05808711052,0,366455,97465,21360,42520,1755,2015,9720,50665,22510,0,456845,146435,48485,42180
20170517-11:16:39,5.04294300079,0,365920,97370,21350,42535,1775,2025,9735,76420,16710,0,454205,145430,50225,42180
20170517-11:16:44,5.04691982269,0,365455,97305,21345,42555,1770,1965,9735,60965,32590,0,455480,145795,51245,42215
20170517-11:16:49,5.03390407562,0,365655,97110,21360,42490,1775,1990,9720,70720,14440,0,650950,127620,45905,42230
20170517-11:16:54,5.04747796059,0,365640,97170,21325,42555,1765,2005,9715,73680,27375,0,605260,134355,64130,42200
20170517-11:16:59,5.03483510017,0,365290,97100,21345,42545,1765,2000,9725,60470,17825,0,444040,142390,61310,42210
20170517-11:17:04,5.05968308449,0,364220,96995,21340,42510,1730,1965,9715,66050,20950,0,444615,127245,67395,42170
20170517-11:17:09,5.04927396774,0,363170,96860,21320,42525,1785,1960,9710,54855,15670,0,445295,142365,72720,42195
20170517-11:17:14,5.04889702797,0,362985,96850,21345,42575,1735,1990,9715,58975,30425,0,465715,143645,75295,42240
20170517-11:17:19,5.04246401787,0,363305,96655,21355,42545,1725,1990,9695,48070,20630,0,487575,138970,63985,42250
20170517-11:17:24,5.04104089737,0.0,362935,96480,21320,42515,1780,2010,9730,54385,15865,0,476680,138500,58365,42195
20170517-11:17:29,5.04371190071,0.0,363070,96450,21290,42500,1755,1995,9740,44260,28130,0,587180,123360,77450,42195
20170517-11:17:34,5.04584002495,0.0,363055,96330,21360,42520,1720,2045,9720,48985,19815,0,719725,137110,64020,42205
20170517-11:17:39,5.03993701935,0.0,363495,96230,21285,42540,1730,2000,9695,53640,15225,0,627805,136635,55075,42220
20170517-11:17:44,5.04689788818,0.0,363950,96045,21360,42505,1700,2050,9735,44920,26775,0,957550,136500,59515,42255
20170517-11:17:49,5.04275894165,0.0,364690,95985,21360,42510,1710,2015,9700,63840,19190,0,1000330,135730,53685,42220
20170517-11:17:54,5.04010510445,0.0,365205,95905,21330,42490,1725,2035,9725,52720,21415,0,1166615,162585,0.0,42220
20170517-11:17:59,5.02828097343,0.0,366185,95815,21310,42475,1750,2010,9710,46055,25000,0,1191765,138470,0.0,42220
20170517-11:18:04,5.02737402916,0.0,366805,95680,21305,42515,0.0,1995,9725,62620,17605,37245,1193085,136340,0.0,0.0
20170517-11:18:09,5.03322601318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:18:14,5.00549483299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:18:20,5.00115799904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:18:25,5.00523805618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:18:30,5.00523281097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:18:35,5.00524020195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:18:40,5.00527000427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:18:45,5.00525403023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:18:50,5.00526595116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:18:55,5.00526809692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:19:00,5.00523090363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:19:05,5.00188589096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:19:10,5.03256988525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:19:15,5.00533986092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:19:20,5.00532698631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:19:25,5.00532793999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:19:30,5.00528383255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:19:35,5.00205898285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:19:40,5.00528097153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:19:45,5.00533699989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:19:50,5.00529789925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:19:55,5.00524091721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:20:00,5.00530791283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:20:05,5.0052318573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:20:10,5.00525593758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:20:15,5.00523400307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:20:20,5.00519514084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:20:25,5.00525903702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:20:30,5.00524997711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:20:35,5.00525903702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:20:40,5.00458192825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:20:45,5.00526094437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:20:50,5.03268790245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:20:55,5.00529909134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:21:00,5.00524616241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:21:05,5.00524806976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:21:10,5.00534391403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:21:15,5.00537586212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:21:20,5.00541996956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:21:25,5.00536394119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:21:30,5.00541996956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:21:35,5.005423069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:21:40,5.00538015366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:21:45,5.00544905663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:21:50,5.00540614128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:21:55,5.00543999672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:22:00,5.00390601158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:22:05,5.00524711609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:22:10,5.00531387329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:22:15,5.00539898872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:22:20,5.005423069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:22:25,5.00539803505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170517-11:22:30,5.06099796295,0,368405,90605,21360,42515,1735,2035,9695,59165,39395,0,666065,118175,61215,42190
20170517-11:22:35,5.04528999329,0,367895,90460,21310,42525,1740,2020,9710,77245,29185,0,667925,117485,59545,42200
20170517-11:22:40,5.04830217361,0,367650,90380,21320,42465,1765,2020,9735,73125,52835,0,651425,117925,58420,42160
20170517-11:22:45,5.04502081871,0,367470,90295,21300,42490,1775,2005,9755,58755,38245,0,650860,116820,56355,42180
20170517-11:22:50,5.06655502319,0,367180,90190,21330,42500,1750,2010,9735,85980,28180,0,650905,117075,49370,42145
20170517-11:22:55,5.0417740345,0,366845,90310,21320,42505,1740,2005,9740,72285,34730,0,485610,135950,44180,42130
20170517-11:23:00,5.04817199707,0,366220,90095,21320,42525,1730,1995,9725,58220,49195,0,481505,135620,48250,42190
20170517-11:23:05,5.04906988144,0,366670,89795,21330,42520,1760,2000,9710,91210,47230,0,474190,134425,52160,42200
20170517-11:23:10,5.0476269722,0,367115,89645,21305,42520,1745,2005,9720,73455,52805,0,606545,135085,49210,42200
20170517-11:23:15,5.05437302589,0,367020,89590,21325,42505,1760,1985,9735,59205,35490,0,602215,134455,54770,42190
20170517-11:23:20,5.02935886383,0,367325,89535,21315,42535,1770,1995,9695,66270,41420,0,462710,134750,65720,42220
20170517-11:23:25,5.05512094498,0,366785,89495,21340,42520,1760,1950,9730,72555,49225,0,461695,132505,66845,42200
20170517-11:23:30,5.04730796814,0,366465,89430,21310,42510,1715,1980,9730,59045,35080,0,469845,128290,63425,42165
20170517-11:23:36,5.05324792862,0,367090,89330,21325,42475,1795,2010,9725,92330,41145,0,467450,132620,63165,42180
20170517-11:23:41,5.04290699959,0,367140,89260,21330,42530,1730,1980,9735,53870,30090,0,471620,133590,63560,42195
20170517-11:23:46,5.04214906693,0,367370,89240,21310,42505,1765,2015,9720,58275,53895,0,466220,132990,60735,42185
20170517-11:23:51,5.04721999168,0,367630,89220,21300,42540,1795,2020,9700,94560,23595,0,466505,133485,57440,42200
20170517-11:23:56,5.04446792603,0,367550,89095,21310,42550,1765,2020,9700,53915,27675,0,458170,132665,59315,42215
20170517-11:24:01,5.03208899498,0,367530,88980,21340,42545,1740,1995,9715,59710,51605,0,447530,132520,62350,42190
20170517-11:24:06,5.03952503204,0,367340,88830,21365,42515,1775,2025,9740,92945,34965,0,447540,130295,61040,42120
20170517-11:24:11,5.03586411476,0,367250,88755,21345,42495,1760,2005,9745,54670,25670,0,440915,129575,67480,42065
20170517-11:24:16,5.0400929451,0,367000,88690,21325,42535,1735,1990,9725,57620,45605,63645,439440,124090,58910,42115
20170517-11:24:21,5.04924082756,0,367330,88645,21365,42530,1775,2015,9740,66080,32735,90150,437285,129710,56290,42130
20170517-11:24:26,5.04902291298,0,367545,88675,21340,42565,1740,2035,9740,73915,23755,92525,472030,145745,53435,42190
